Block,BlockGroup,Tract,zipcode,aa_school_id,block_type,pop_total,pop_under18,intptlat,intptlon,aland_m2
60750209002003,60750209002,6075020900,94110.0,603,land - populated,62,6,37.7498563,-122.4179291,8881.0
60750209002004,60750209002,6075020900,94110.0,603,land - populated,147,12,37.7487509,-122.4176409,6470.0
60750209003000,60750209003,6075020900,94110.0,420,land - populated,83,15,37.7498225,-122.4184985,9030.0
60750209003001,60750209003,6075020900,94110.0,420,land - populated,80,7,37.74979,-122.4190545,8462.0
60750209004006,60750209004,6075020900,94110.0,603,land - populated,154,0,37.7513883,-122.419209,8478.0
60750209004005,60750209004,6075020900,94110.0,603,land - populated,178,30,37.751354,-122.4197436,8344.0
60750209004004,60750209004,6075020900,94110.0,603,land - populated,79,9,37.7513241,-122.4202977,9074.0
60750210003000,60750210003,6075021000,94110.0,603,land - populated,115,8,37.7512903,-122.420825,7515.0
60750209003002,60750209003,6075020900,94110.0,420,land - populated,189,24,37.749757,-122.4195905,8402.0
60750209003003,60750209003,6075020900,94110.0,420,land - populated,55,2,37.7497235,-122.420144,9013.0
60750210004000,60750210004,6075021000,94110.0,420,land - populated,131,13,37.749692,-122.4206695,7520.0
60750210004001,60750210004,6075021000,94110.0,420,land - populated,138,20,37.749664,-122.4211348,7121.0
60750102001001,60750102001,6075010200,94109.0,801,land - zero population,0,0,37.8082415,-122.4213054,12142.0
60750102001005,60750102001,6075010200,94109.0,801,land - zero population,0,0,37.8068821,-122.4220812,26063.0
60750102001004,60750102001,6075010200,94109.0,801,land - zero population,0,0,37.8066715,-122.4250569,9970.0
60750102001003,60750102001,6075010200,94109.0,801,land - zero population,0,0,37.8106454,-122.4245951,5212.0
60750126022001,60750126022,6075012602,94123.0,823,land - zero population,0,0,37.8063886,-122.4277173,7418.0
60750126022000,60750126022,6075012602,94123.0,823,land - populated,197,9,37.8060882,-122.4292278,244381.0
60750102001010,60750102001,6075010200,94109.0,801,land - populated,83,9,37.8060776,-122.4212831,15430.0
60750102003000,60750102003,6075010200,94109.0,801,land - zero population,0,0,37.8058607,-122.4229252,15491.0
60750102003003,60750102003,6075010200,94109.0,801,land - populated,277,9,37.8049258,-122.4227357,15419.0
60750102002004,60750102002,6075010200,94109.0,801,land - populated,203,3,37.802125,-122.4221746,15366.0
60750102003004,60750102003,6075010200,94109.0,801,land - populated,143,12,37.8039921,-122.4225651,15249.0
60750102003007,60750102003,6075010200,94109.0,801,land - populated,101,12,37.8030475,-122.4223579,15151.0
60750102003001,60750102003,6075010200,94109.0,801,land - populated,99,1,37.805844,-122.4247841,19215.0
60750102003002,60750102003,6075010200,94109.0,801,land - zero population,0,0,37.8047224,-122.4243363,14496.0
60750102003010,60750102003,6075010200,94109.0,823,land - zero population,0,0,37.804612,-122.425204,1725.0
60750102003005,60750102003,6075010200,94109.0,801,land - zero population,0,0,37.8037858,-122.4241465,14644.0
60750102003008,60750102003,6075010200,94109.0,801,land - populated,216,20,37.8028532,-122.4239575,14369.0
60750102003006,60750102003,6075010200,94109.0,823,land - zero population,0,0,37.8036758,-122.4250142,1727.0
60750102003009,60750102003,6075010200,94109.0,823,land - populated,14,2,37.8027452,-122.4248256,1717.0
60750102002003,60750102002,6075010200,94109.0,801,land - populated,211,18,37.8011929,-122.4219852,15338.0
60750102002002,60750102002,6075010200,94109.0,801,land - populated,236,7,37.8002639,-122.4217959,15356.0
60750109003000,60750109003,6075010900,94109.0,801,land - populated,262,13,37.799332,-122.4216084,15368.0
60750109003004,60750109003,6075010900,94109.0,801,land - populated,269,5,37.7983978,-122.4214186,15484.0
60750109003001,60750109003,6075010900,94123.0,801,land - populated,218,2,37.7991292,-122.4232078,14520.0
60750109003003,60750109003,6075010900,94109.0,801,land - populated,312,10,37.7981949,-122.4230188,14572.0
60750102002005,60750102002,6075010200,94109.0,801,land - populated,299,7,37.8019232,-122.4237726,14549.0
60750102002007,60750102002,6075010200,94109.0,801,land - populated,191,12,37.8009912,-122.4235835,14515.0
60750102002009,60750102002,6075010200,94109.0,801,land - populated,412,9,37.8000603,-122.4233958,14483.0
60750102002010,60750102002,6075010200,94123.0,823,land - zero population,0,0,37.7999507,-122.4242649,1723.0
60750102002006,60750102002,6075010200,94109.0,823,land - zero population,0,0,37.8018023,-122.4246368,1771.0
60750102002008,60750102002,6075010200,94123.0,823,land - zero population,0,0,37.8008602,-122.4244488,1639.0
60750129011006,60750129011,6075012901,94123.0,823,land - populated,231,14,37.8007194,-122.4253111,12898.0
60750109003002,60750109003,6075010900,94123.0,801,land - populated,17,0,37.7990181,-122.4240762,1729.0
60750109003005,60750109003,6075010900,94123.0,823,land - zero population,0,0,37.7980845,-122.4238875,1731.0
60750129021000,60750129021,6075012902,94123.0,823,land - populated,326,11,37.7998396,-122.4251321,14456.0
60750130001003,60750130001,6075013000,94123.0,823,land - populated,160,6,37.797974,-122.4247555,14558.0
60750130001000,60750130001,6075013000,94123.0,823,land - populated,203,9,37.7989083,-122.4249439,14507.0
60750126022006,60750126022,6075012602,94109.0,823,land - populated,7,0,37.8049931,-122.4261596,8067.0
60750126022016,60750126022,6075012602,94123.0,823,land - zero population,0,0,37.8047913,-122.4262798,1540.0
60750126022002,60750126022,6075012602,94123.0,823,land - populated,8,0,37.8046436,-122.4265172,3137.0
60750126022004,60750126022,6075012602,94123.0,823,land - populated,14,3,37.804869,-122.4270922,1801.0
60750126022003,60750126022,6075012602,94123.0,823,land - zero population,0,0,37.8042105,-122.428402,11327.0
60750129012000,60750129012,6075012901,94123.0,823,land - populated,230,17,37.803566,-122.4258827,14640.0
60750129012005,60750129012,6075012901,94123.0,823,land - populated,238,10,37.8026332,-122.4256942,14418.0
60750129012004,60750129012,6075012901,94123.0,823,land - populated,169,16,37.8024309,-122.4272938,15288.0
60750126022005,60750126022,6075012602,94123.0,823,land - populated,2,0,37.8052322,-122.4276841,2569.0
60750126022015,60750126022,6075012602,94123.0,823,land - zero population,0,0,37.8043194,-122.4276871,3530.0
60750129012001,60750129012,6075012901,94123.0,823,land - populated,212,17,37.8033631,-122.4274825,15452.0
60750129012002,60750129012,6075012901,94123.0,823,land - populated,279,18,37.8031548,-122.4291274,15430.0
60750129012003,60750129012,6075012901,94123.0,823,land - populated,179,20,37.8022227,-122.4289386,15313.0
60750129011000,60750129011,6075012901,94123.0,823,land - populated,243,4,37.8017111,-122.4255089,14284.0
60750129011007,60750129011,6075012901,94123.0,823,land - zero population,0,0,37.8011965,-122.4253833,1838.0
60750129011001,60750129011,6075012901,94123.0,823,land - populated,201,7,37.8015081,-122.4271068,15148.0
60750129011008,60750129011,6075012901,94123.0,823,land - zero population,0,0,37.8009914,-122.4270012,1905.0
60750129011005,60750129011,6075012901,94123.0,823,land - populated,114,7,37.8005175,-122.4269072,13716.0
60750129021001,60750129021,6075012902,94123.0,823,land - populated,258,13,37.7996365,-122.4267293,15324.0
60750130001001,60750130001,6075013000,94123.0,823,land - populated,207,11,37.7987055,-122.4265415,15352.0
60750129011002,60750129011,6075012901,94123.0,823,land - populated,244,6,37.8012991,-122.428752,15153.0
60750129011003,60750129011,6075012901,94123.0,823,land - zero population,0,0,37.8007824,-122.4286475,1898.0
60750129011004,60750129011,6075012901,94123.0,823,land - populated,217,12,37.8003088,-122.428552,13734.0
60750129021002,60750129021,6075012902,94123.0,823,land - populated,221,8,37.7994275,-122.4283735,15339.0
60750130002000,60750130002,6075013000,94123.0,823,land - populated,190,7,37.7984962,-122.4281856,15380.0
60750126021001,60750126021,6075012602,94123.0,823,land - zero population,0,0,37.806476,-122.4356807,58933.0
60750126021003,60750126021,6075012602,94123.0,823,land - populated,3,0,37.806474,-122.4370075,1781.0
60750129022000,60750129022,6075012902,94123.0,823,land - populated,203,6,37.8029369,-122.4307627,15038.0
60750129022001,60750129022,6075012902,94123.0,823,land - populated,239,18,37.8020144,-122.430583,15322.0
60750126022007,60750126022,6075012602,94123.0,823,land - zero population,0,0,37.8046269,-122.4327994,16165.0
60750126022013,60750126022,6075012602,94123.0,823,land - populated,282,6,37.8036506,-122.4326013,16161.0
60750129022002,60750129022,6075012902,94123.0,823,land - populated,293,14,37.8010902,-122.4303969,15139.0
60750129022005,60750129022,6075012902,94123.0,823,land - zero population,0,0,37.8005735,-122.430293,1899.0
60750129022006,60750129022,6075012902,94123.0,823,land - populated,164,9,37.8000997,-122.4301969,13726.0
60750129021003,60750129021,6075012902,94123.0,823,land - populated,176,20,37.7992182,-122.4300187,15350.0
60750130002001,60750130002,6075013000,94123.0,823,land - populated,187,10,37.7982868,-122.4298304,15380.0
60750130003000,60750130003,6075013000,94123.0,823,land - populated,114,5,37.7980775,-122.4314758,15379.0
60750129022003,60750129022,6075012902,94123.0,823,land - populated,156,4,37.8011095,-122.4320887,7624.0
60750129022004,60750129022,6075012902,94123.0,823,land - populated,100,11,37.8006502,-122.4319947,7529.0
60750129021006,60750129021,6075012902,94123.0,823,land - zero population,0,0,37.8003646,-122.4319375,1899.0
60750129021005,60750129021,6075012902,94123.0,823,land - populated,153,6,37.7998908,-122.431842,13734.0
60750129021004,60750129021,6075012902,94123.0,823,land - populated,184,28,37.799009,-122.431664,15362.0
60750129023007,60750129023,6075012902,94123.0,823,land - populated,71,7,37.7999155,-122.4335341,6025.0
60750129023010,60750129023,6075012902,94123.0,823,land - populated,79,2,37.799499,-122.4334498,7696.0
60750129023011,60750129023,6075012902,94123.0,823,land - populated,60,3,37.799033,-122.4333555,7660.0
60750129023014,60750129023,6075012902,94123.0,823,land - populated,113,13,37.7985675,-122.4332615,7676.0
60750126022008,60750126022,6075012602,94123.0,823,land - populated,149,26,37.8043991,-122.4344361,15501.0
60750126021004,60750126021,6075012602,94123.0,823,land - populated,1,0,37.805583,-122.4347027,2218.0
60750126021005,60750126021,6075012602,94123.0,823,land - populated,74,14,37.805275,-122.4349374,10444.0
60750126022012,60750126022,6075012602,94123.0,823,land - populated,206,18,37.8034402,-122.4342486,16083.0
60750129023000,60750129023,6075012902,94123.0,823,land - zero population,0,0,37.802046,-122.4339467,89552.0
60750126021006,60750126021,6075012602,94123.0,823,land - populated,103,18,37.8059867,-122.4365176,13266.0
60750126021015,60750126021,6075012602,94123.0,823,land - populated,192,10,37.8051163,-122.4362754,15434.0
60750126022009,60750126022,6075012602,94123.0,823,land - populated,217,34,37.8041835,-122.4360832,15349.0
60750126021013,60750126021,6075012602,94123.0,823,land - zero population,0,0,37.8058613,-122.4373504,1229.0
60750126021014,60750126021,6075012602,94123.0,823,land - zero population,0,0,37.8049177,-122.4371594,1809.0
60750126022011,60750126022,6075012602,94123.0,823,land - populated,257,20,37.8032308,-122.4358914,16038.0
60750126022010,60750126022,6075012602,94123.0,823,land - zero population,0,0,37.803981,-122.4369685,1187.0
60750126022014,60750126022,6075012602,94123.0,823,land - zero population,0,0,37.8031233,-122.4367926,1551.0
60750129023002,60750129023,6075012902,94123.0,823,land - populated,110,3,37.8008994,-122.4337336,7650.0
60750129023003,60750129023,6075012902,94123.0,823,land - populated,70,2,37.8004407,-122.4336394,7478.0
60750129023008,60750129023,6075012902,94123.0,823,land - zero population,0,0,37.800156,-122.4335825,1914.0
60750129023004,60750129023,6075012902,94123.0,823,land - populated,198,6,37.800464,-122.435331,15116.0
60750129023005,60750129023,6075012902,94123.0,823,land - zero population,0,0,37.7999474,-122.4352247,1903.0
60750129023006,60750129023,6075012902,94123.0,823,land - zero population,0,0,37.7997067,-122.4351773,6024.0
60750129023009,60750129023,6075012902,94123.0,823,land - populated,5,0,37.79929,-122.4350925,7690.0
60750129023012,60750129023,6075012902,94123.0,823,land - populated,112,10,37.798824,-122.434998,7656.0
60750129023013,60750129023,6075012902,94123.0,823,land - populated,85,9,37.7983585,-122.434904,7672.0
60750129023001,60750129023,6075012902,94123.0,823,land - zero population,0,0,37.8017222,-122.4364835,3093.0
60750126011009,60750126011,6075012601,94123.0,823,land - populated,418,25,37.8018572,-122.4370971,20845.0
60750128001000,60750128001,6075012800,94123.0,823,land - populated,43,0,37.800254,-122.436975,15129.0
60750128001012,60750128001,6075012800,94123.0,823,land - populated,92,7,37.7981492,-122.4365493,7708.0
60750128001006,60750128001,6075012800,94123.0,823,land - populated,25,1,37.7994976,-122.4368225,6064.0
60750128001007,60750128001,6075012800,94123.0,823,land - zero population,0,0,37.7997385,-122.4368705,1904.0
60750128001011,60750128001,6075012800,94123.0,823,land - populated,75,2,37.7990805,-122.4367375,7718.0
60750128001010,60750128001,6075012800,94123.0,823,land - populated,80,3,37.7986148,-122.4366427,7676.0
60750109003006,60750109003,6075010900,94109.0,801,land - populated,206,18,37.7972641,-122.422831,14409.0
60750109003008,60750109003,6075010900,94109.0,801,land - populated,318,6,37.7963237,-122.4226412,14864.0
60750110002003,60750110002,6075011000,94109.0,834,land - populated,148,4,37.7944866,-122.42227,13742.0
60750110001009,60750110001,6075011000,94109.0,801,land - populated,171,7,37.7953876,-122.4224529,14315.0
60750110002004,60750110002,6075011000,94109.0,834,land - zero population,0,0,37.794376,-122.423138,1622.0
60750109003007,60750109003,6075010900,94109.0,823,land - populated,64,11,37.7971525,-122.423699,1718.0
60750109003009,60750109003,6075010900,94109.0,823,land - zero population,0,0,37.7962171,-122.4235103,1745.0
60750130001004,60750130001,6075013000,94123.0,823,land - populated,292,12,37.7970427,-122.4245674,14423.0
60750131011000,60750131011,6075013101,94109.0,823,land - populated,292,8,37.7961026,-122.4243768,14843.0
60750110001010,60750110001,6075011000,94109.0,801,land - zero population,0,0,37.7952722,-122.423319,1677.0
60750131011003,60750131011,6075013101,94109.0,823,land - populated,134,6,37.7951664,-122.4241875,14332.0
60750131011004,60750131011,6075013101,94109.0,823,land - populated,194,13,37.7942654,-122.424006,13729.0
60750110003004,60750110003,6075011000,94109.0,834,land - populated,148,5,37.7936028,-122.4220928,13768.0
60750111001003,60750111001,6075011100,94109.0,834,land - populated,349,61,37.7918415,-122.421738,13777.0
60750110003006,60750110003,6075011000,94109.0,834,land - populated,198,13,37.7927222,-122.4219166,13597.0
60750110003005,60750110003,6075011000,94109.0,823,land - zero population,0,0,37.7934921,-122.4229602,1632.0
60750110003007,60750110003,6075011000,94109.0,823,land - zero population,0,0,37.7926125,-122.422783,1607.0
60750111001006,60750111001,6075011100,94109.0,834,land - populated,142,4,37.7909386,-122.4215559,14286.0
60750111002005,60750111002,6075011100,94109.0,790,land - populated,85,0,37.790001,-122.4213657,14899.0
60750111002006,60750111002,6075011100,94109.0,823,land - zero population,0,0,37.7898855,-122.4222312,1754.0
60750111001004,60750111001,6075011100,94109.0,834,land - zero population,0,0,37.7917318,-122.4226045,1629.0
60750111001007,60750111001,6075011100,94109.0,823,land - zero population,0,0,37.7908347,-122.4224233,1675.0
60750131021005,60750131021,6075013102,94109.0,823,land - populated,162,10,37.7907189,-122.4232905,14345.0
60750151001000,60750151001,6075015100,94109.0,823,land - zero population,0,0,37.7897808,-122.4231005,14926.0
60750131012000,60750131012,6075013101,94109.0,823,land - populated,490,23,37.7933821,-122.4238288,13785.0
60750131012003,60750131012,6075013101,94109.0,823,land - populated,231,8,37.7925019,-122.4236519,13652.0
60750131012002,60750131012,6075013101,94109.0,823,land - populated,274,27,37.7922992,-122.4252492,14403.0
60750131012004,60750131012,6075013101,94109.0,823,land - populated,449,22,37.7916218,-122.4234732,13797.0
60750131012005,60750131012,6075013101,94109.0,823,land - populated,419,24,37.7914192,-122.4250708,14528.0
60750131021004,60750131021,6075013102,94109.0,823,land - populated,172,7,37.7905167,-122.4248886,15161.0
60750130001002,60750130001,6075013000,94123.0,823,land - populated,87,0,37.7977718,-122.4263529,15410.0
60750130001005,60750130001,6075013000,94123.0,823,land - populated,183,15,37.7968402,-122.4261651,15278.0
60750131011001,60750131011,6075013101,94109.0,823,land - populated,327,16,37.7958989,-122.4259751,15732.0
60750131011002,60750131011,6075013101,94109.0,823,land - populated,349,23,37.7949621,-122.4257855,15137.0
60750131011005,60750131011,6075013101,94109.0,823,land - populated,329,34,37.794062,-122.4256038,14502.0
60750131022004,60750131022,6075013102,94109.0,823,land - populated,149,17,37.7938522,-122.4272475,14538.0
60750130002003,60750130002,6075013000,94123.0,823,land - populated,89,4,37.7975631,-122.4279967,15406.0
60750130002004,60750130002,6075013000,94123.0,823,land - populated,166,18,37.7966317,-122.4278091,15315.0
60750131022000,60750131022,6075013102,94123.0,823,land - populated,294,20,37.7956888,-122.4276188,15788.0
60750131022003,60750131022,6075013102,94109.0,823,land - populated,191,13,37.7947513,-122.4274292,15133.0
60750131022001,60750131022,6075013102,94123.0,823,land - populated,233,25,37.7954792,-122.4292637,15794.0
60750131022002,60750131022,6075013102,94123.0,823,land - populated,319,20,37.7945413,-122.4290739,15151.0
60750131012001,60750131012,6075013101,94109.0,823,land - populated,323,17,37.7931796,-122.4254258,14533.0
60750131021000,60750131021,6075013102,94109.0,823,land - populated,78,8,37.7929708,-122.4270696,14579.0
60750131021003,60750131021,6075013102,94109.0,823,land - populated,395,26,37.790309,-122.4265318,15224.0
60750131022005,60750131022,6075013102,94115.0,823,land - populated,84,15,37.7936424,-122.4288927,14494.0
60750131021001,60750131021,6075013102,94115.0,823,land - populated,197,13,37.7927617,-122.4287146,14518.0
60750131021002,60750131021,6075013102,94109.0,823,land - populated,26,2,37.7915461,-122.4276243,58010.0
60750131021006,60750131021,6075013102,94109.0,823,land - populated,325,21,37.7901007,-122.4281764,15246.0
60750111003004,60750111003,6075011100,94109.0,823,land - zero population,0,0,37.788951,-122.4220418,1704.0
60750120001004,60750120001,6075012000,94109.0,823,land - zero population,0,0,37.788019,-122.4218532,1745.0
60750151001003,60750151001,6075015100,94109.0,823,land - populated,294,0,37.7890747,-122.4229581,7113.0
60750151001007,60750151001,6075015100,94109.0,823,land - populated,4,0,37.7881428,-122.4227693,7406.0
60750151001008,60750151001,6075015100,94109.0,823,land - populated,63,1,37.7876693,-122.4226737,7260.0
60750151001004,60750151001,6075015100,94109.0,823,land - populated,77,2,37.7886108,-122.422864,7258.0
60750120002004,60750120002,6075012000,94109.0,790,land - zero population,0,0,37.787081,-122.4216637,1728.0
60750151002004,60750151002,6075015100,94109.0,823,land - zero population,0,0,37.7861507,-122.4214756,1714.0
60750151002000,60750151002,6075015100,94109.0,823,land - zero population,0,0,37.7872031,-122.422579,7351.0
60750151002002,60750151002,6075015100,94109.0,823,land - populated,280,8,37.7867335,-122.4224873,7180.0
60750151002003,60750151002,6075015100,94109.0,823,land - populated,1,0,37.7860422,-122.422343,14415.0
60750151001001,60750151001,6075015100,94109.0,823,land - populated,398,6,37.7895775,-122.4246987,15752.0
60750151001002,60750151001,6075015100,94109.0,823,land - populated,261,0,37.7888699,-122.4245563,7544.0
60750151001005,60750151001,6075015100,94109.0,823,land - populated,47,4,37.788408,-122.4244625,7678.0
60750151001006,60750151001,6075015100,94109.0,823,land - populated,157,5,37.7879381,-122.4243669,7810.0
60750151001009,60750151001,6075015100,94109.0,823,land - populated,318,1,37.7874677,-122.4242728,7685.0
60750151002001,60750151002,6075015100,94109.0,823,land - populated,312,2,37.7867668,-122.4241302,15419.0
60750151002005,60750151002,6075015100,94109.0,823,land - populated,4,1,37.7857635,-122.423639,8298.0
60750151002006,60750151002,6075015100,94109.0,823,land - populated,159,18,37.785972,-122.4243022,6412.0
60750122021006,60750122021,6075012202,94109.0,859,land - zero population,0,0,37.785222,-122.421288,1190.0
60750151002007,60750151002,6075015100,94109.0,786,land - populated,111,3,37.7853479,-122.422194,7366.0
60750151002008,60750151002,6075015100,94109.0,786,land - populated,7,0,37.7848796,-122.4220912,7458.0
60750160001000,60750160001,6075016000,94109.0,786,land - populated,104,4,37.784416,-122.4220012,7327.0
60750160001005,60750160001,6075016000,94109.0,786,land - populated,67,5,37.7839499,-122.421907,7393.0
60750160001007,60750160001,6075016000,94109.0,786,land - populated,46,3,37.783018,-122.4217168,7422.0
60750160001008,60750160001,6075016000,94109.0,786,land - populated,142,13,37.7825529,-122.4216318,7336.0
60750160001004,60750160001,6075016000,94109.0,786,land - populated,132,2,37.7834857,-122.4218124,7423.0
60750160001010,60750160001,6075016000,94102.0,786,land - populated,147,2,37.7820844,-122.4215388,7323.0
60750160001009,60750160001,6075016000,94102.0,786,land - populated,166,9,37.7821088,-122.4231921,15433.0
60750151002009,60750151002,6075015100,94109.0,786,land - zero population,0,0,37.7850765,-122.4234941,8270.0
60750160001002,60750160001,6075016000,94109.0,786,land - populated,159,3,37.784749,-122.42406,7901.0
60750160001001,60750160001,6075016000,94109.0,786,land - populated,320,7,37.783968,-122.4235729,15155.0
60750160001003,60750160001,6075016000,94102.0,786,land - populated,7,0,37.7832784,-122.423424,7634.0
60750160001006,60750160001,6075016000,94102.0,786,land - populated,86,5,37.782812,-122.4233304,7741.0
60750152001000,60750152001,6075015200,94109.0,823,land - populated,293,14,37.7893696,-122.4263398,15741.0
60750152001004,60750152001,6075015200,94109.0,823,land - populated,246,5,37.7881991,-122.4260992,7621.0
60750152001003,60750152001,6075015200,94109.0,823,land - populated,122,6,37.7886616,-122.4261945,7527.0
60750152001005,60750152001,6075015200,94109.0,823,land - populated,363,4,37.7874972,-122.4259537,15295.0
60750155001000,60750155001,6075015500,94109.0,823,land - populated,757,41,37.786456,-122.4265956,30726.0
60750155001005,60750155001,6075015500,94109.0,823,land - populated,563,9,37.785621,-122.4264274,24338.0
60750152001001,60750152001,6075015200,94109.0,823,land - populated,305,10,37.7891599,-122.4279842,15818.0
60750152001002,60750152001,6075015200,94109.0,823,land - populated,128,10,37.7882189,-122.4277904,15378.0
60750152002005,60750152002,6075015200,94115.0,823,land - populated,199,21,37.7880093,-122.4294404,15271.0
60750152001006,60750152001,6075015200,94109.0,823,land - populated,281,12,37.7872873,-122.4275981,15657.0
60750152002006,60750152002,6075015200,94109.0,823,land - populated,195,22,37.7870773,-122.4292519,15447.0
60750155001001,60750155001,6075015500,94115.0,823,land - populated,44,0,37.7861413,-122.4290631,15381.0
60750159001000,60750159001,6075015900,94109.0,786,land - zero population,0,0,37.7851624,-122.4263659,5766.0
60750159001002,60750159001,6075015900,94109.0,786,land - populated,132,9,37.7840258,-122.4258334,47648.0
60750159001001,60750159001,6075015900,94109.0,786,land - populated,248,16,37.7844938,-122.4271078,14579.0
60750159001011,60750159001,6075015900,94109.0,786,land - populated,676,28,37.7827297,-122.4258476,30537.0
60750161001000,60750161001,6075016100,94109.0,786,land - populated,1,0,37.7817969,-122.4256559,31004.0
60750159001007,60750159001,6075015900,94109.0,786,land - zero population,0,0,37.7840449,-122.4282102,433.0
60750159001008,60750159001,6075015900,94109.0,823,land - zero population,0,0,37.784863,-122.4287626,2391.0
60750159001010,60750159001,6075015900,94115.0,786,land - populated,224,66,37.782185,-122.4282644,7680.0
60750161004000,60750161004,6075016100,94115.0,786,land - populated,187,68,37.7817426,-122.4281784,6903.0
60750159001003,60750159001,6075015900,94115.0,786,land - populated,777,70,37.7833968,-122.4292663,74980.0
60750130002002,60750130002,6075013000,94123.0,823,land - populated,150,13,37.797354,-122.4296422,15393.0
60750130002005,60750130002,6075013000,94123.0,823,land - populated,237,26,37.7964228,-122.4294541,15335.0
60750130003003,60750130003,6075013000,94123.0,823,land - populated,159,16,37.7971451,-122.4312873,15379.0
60750130003004,60750130003,6075013000,94123.0,823,land - populated,267,20,37.7962138,-122.4310998,15336.0
60750132001000,60750132001,6075013200,94123.0,823,land - populated,367,13,37.7952692,-122.4309085,15831.0
60750132001005,60750132001,6075013200,94115.0,823,land - populated,240,15,37.7943308,-122.4307189,15135.0
60750130003002,60750130003,6075013000,94123.0,823,land - populated,151,6,37.7969368,-122.4329311,15341.0
60750130003001,60750130003,6075013000,94123.0,823,land - populated,134,11,37.7978685,-122.43312,15355.0
60750130003005,60750130003,6075013000,94123.0,823,land - populated,146,28,37.7960053,-122.4327429,15332.0
60750132001004,60750132001,6075013200,94115.0,823,land - populated,258,16,37.7941207,-122.4323611,15067.0
60750132001001,60750132001,6075013200,94115.0,823,land - populated,98,10,37.7950592,-122.4325513,15802.0
60750135001000,60750135001,6075013500,94115.0,823,land - populated,149,20,37.7925527,-122.4303566,14494.0
60750132001006,60750132001,6075013200,94115.0,823,land - populated,270,30,37.7934331,-122.4305352,14470.0
60750135001006,60750135001,6075013500,94115.0,823,land - populated,229,28,37.7916735,-122.4301808,14478.0
60750135002000,60750135002,6075013500,94115.0,823,land - populated,273,30,37.790795,-122.4300029,14493.0
60750135002007,60750135002,6075013500,94115.0,823,land - populated,294,29,37.7898921,-122.4298217,15285.0
60750132001007,60750132001,6075013200,94115.0,823,land - populated,265,35,37.793223,-122.4321782,14490.0
60750135001001,60750135001,6075013500,94115.0,823,land - populated,192,22,37.7923446,-122.4320033,14572.0
60750135002001,60750135002,6075013500,94115.0,823,land - populated,72,5,37.791026,-122.4317384,29017.0
60750135001005,60750135001,6075013500,94115.0,823,land - populated,97,16,37.7912557,-122.4334714,14483.0
60750135002002,60750135002,6075013500,94115.0,823,land - populated,17,1,37.7903781,-122.4332939,14396.0
60750130004000,60750130004,6075013000,94123.0,823,land - populated,90,10,37.7976595,-122.4347627,15350.0
60750130004003,60750130004,6075013000,94123.0,823,land - populated,182,3,37.796728,-122.4345742,15343.0
60750130004004,60750130004,6075013000,94123.0,823,land - populated,154,13,37.7957965,-122.4343855,15365.0
60750132001002,60750132001,6075013200,94115.0,823,land - populated,69,2,37.7948503,-122.4341934,15841.0
60750132001003,60750132001,6075013200,94115.0,823,land - populated,344,29,37.7939111,-122.4340042,15139.0
60750130004001,60750130004,6075013000,94123.0,823,land - populated,151,6,37.79745,-122.436408,15400.0
60750130004002,60750130004,6075013000,94123.0,823,land - populated,183,17,37.7965188,-122.4362199,15376.0
60750130004005,60750130004,6075013000,94123.0,823,land - populated,162,21,37.7955872,-122.4360316,15410.0
60750132002000,60750132002,6075013200,94115.0,823,land - populated,70,21,37.7946415,-122.4358398,15847.0
60750132002001,60750132002,6075013200,94123.0,525,land - populated,100,14,37.7944328,-122.4374845,15756.0
60750132001008,60750132001,6075013200,94115.0,823,land - populated,157,13,37.7930147,-122.4338235,14446.0
60750135001002,60750135001,6075013500,94115.0,823,land - populated,248,14,37.792136,-122.433649,14471.0
60750132002006,60750132002,6075013200,94115.0,823,land - populated,85,22,37.7928048,-122.4354691,14438.0
60750135001003,60750135001,6075013500,94115.0,823,land - populated,217,13,37.7919275,-122.435292,14524.0
60750135001004,60750135001,6075013500,94115.0,823,land - populated,115,12,37.791047,-122.4351145,14539.0
60750135002003,60750135002,6075013500,94115.0,823,land - populated,160,14,37.7901698,-122.4349378,14415.0
60750132002003,60750132002,6075013200,94115.0,823,land - populated,152,17,37.793702,-122.4356506,15196.0
60750132002004,60750132002,6075013200,94115.0,525,land - populated,42,5,37.793493,-122.4372951,15177.0
60750132002005,60750132002,6075013200,94115.0,525,land - populated,70,17,37.7925952,-122.4371131,14379.0
60750134001002,60750134001,6075013400,94115.0,525,land - populated,125,15,37.7899614,-122.4365833,14379.0
60750152002000,60750152002,6075015200,94115.0,823,land - populated,201,21,37.7889509,-122.4296309,15780.0
60750135002006,60750135002,6075013500,94115.0,823,land - populated,86,3,37.7896838,-122.4314677,15332.0
60750152002001,60750152002,6075015200,94115.0,823,land - populated,229,15,37.7887415,-122.4312767,15786.0
60750152002004,60750152002,6075015200,94115.0,823,land - populated,244,9,37.7877998,-122.4310856,15320.0
60750152002007,60750152002,6075015200,94115.0,823,land - populated,133,7,37.7868798,-122.4308289,14171.0
60750155001002,60750155001,6075015500,94115.0,823,land - populated,247,33,37.7859404,-122.4306302,14081.0
60750155001003,60750155001,6075015500,94115.0,823,land - zero population,0,0,37.7858461,-122.43146,1425.0
60750152002002,60750152002,6075015200,94115.0,823,land - populated,82,2,37.7885849,-122.4325112,7884.0
